4375070104535663|03|2024|201
4375070104533833|03|2024|201
4375070104534203|03|2024|201
4375070104533213|03|2024|201
4375070104534377|03|2024|201
4375070104533619|03|2024|201
4375070104532710|03|2024|201
4375070104536810|03|2024|201
4375070104531746|03|2024|201
4375070104536265|03|2024|201
4375070104532546|03|2024|201
4375070104538733|03|2024|201
4375070104532686|03|2024|201
4375070104531480|03|2024|201
4375070104536562|03|2024|201
4375070104534021|03|2024|201
4375070104538451|03|2024|201
4375070104531811|03|2024|201
4375070104536729|03|2024|201
4375070104531688|03|2024|201
4375070104538402|03|2024|201
4375070104536042|03|2024|201
4375070104537263|03|2024|201
4375070104535507|03|2024|201
4375070104537552|03|2024|201
4375070104530243|03|2024|201
4375070104531852|03|2024|201
4375070104533577|03|2024|201
4375070104534732|03|2024|201
4375070104533635|03|2024|201
4375070104530151|03|2024|201
4375070104535671|03|2024|201
4375070104537289|03|2024|201
4375070104533585|03|2024|201
4375070104532181|03|2024|201
4375070104537842|03|2024|201
4375070104536885|03|2024|201
4375070104532231|03|2024|201
4375070104536836|03|2024|201
4375070104536208|03|2024|201
4375070104538428|03|2024|201
4375070104535283|03|2024|201
4375070104532884|03|2024|201
4375070104538287|03|2024|201
4375070104532546|03|2024|201
4375070104531563|03|2024|201
4375070104533023|03|2024|201
4375070104534682|03|2024|201
4375070104536653|03|2024|201
4375070104530524|03|2024|201
4375070104535317|03|2024|201
4375070104533825|03|2024|201
4375070104536588|03|2024|201
4375070104530839|03|2024|201
4375070104534880|03|2024|201
4375070104531555|03|2024|201
4375070104537172|03|2024|201
4375070104534864|03|2024|201
4375070104536539|03|2024|201
4375070104538246|03|2024|201
4375070104536562|03|2024|201
4375070104537065|03|2024|201
4375070104538378|03|2024|201
4375070104531753|03|2024|201
4375070104532272|03|2024|201
4375070104538352|03|2024|201
4375070104530672|03|2024|201
4375070104538469|03|2024|201
4375070104533247|03|2024|201
4375070104532447|03|2024|201
4375070104538501|03|2024|201
4375070104530771|03|2024|201
4375070104536083|03|2024|201
4375070104533601|03|2024|201
4375070104536331|03|2024|201
4375070104537826|03|2024|201
4375070104534153|03|2024|201
4375070104534062|03|2024|201
4375070104531035|03|2024|201
4375070104535044|03|2024|201
4375070104537149|03|2024|201
4375070104538022|03|2024|201
4375070104532777|03|2024|201
4375070104535416|03|2024|201
4375070104536612|03|2024|201
4375070104538238|03|2024|201
4375070104538428|03|2024|201
4375070104534880|03|2024|201
4375070104536406|03|2024|201
4375070104530110|03|2024|201
4375070104536539|03|2024|201
